id,speed
0,49.35506
1,47.569885
2,38.51662
3,29.682178
4,42.601185
5,23.726463
6,21.85746
7,50.16352
8,48.68188
9,34.196743
10,32.116318
11,24.854033
12,25.60339
13,22.269386
14,27.817719
15,40.186626
16,44.63044
17,49.69043
18,48.362522
19,48.469288
20,45.156204
21,41.944836
22,18.44888
23,31.206223
24,25.196373
25,19.805506
26,21.394947
27,22.31241
28,18.953337
29,13.387894
30,25.429533
31,50.081
32,49.051884
33,29.617987
34,29.682457
35,24.898714
36,19.446657
37,18.872772
38,46.316586
39,40.394936
40,46.983128
41,48.09684
42,48.93614
43,43.336887
44,21.230211
45,19.071587
46,17.675234
47,8.313
48,44.21915
49,47.80465
50,48.910202
51,26.002844
52,22.288761
53,22.005484
54,18.774818
55,19.219719
56,14.877448
57,17.629501
58,28.425686
59,35.411182
60,43.14979
61,40.385567
62,41.73545
63,42.847122
64,44.394287
65,47.954853
66,47.57933
67,46.22464
68,45.271015
69,28.466833
70,23.53899
71,17.650513
72,12.898154
73,12.269044
74,10.242913
75,6.7470675
76,39.112644
77,35.80157
78,40.217648
79,47.8774
80,13.3725
81,17.444244
82,22.844894
83,15.541078
84,16.263206
85,13.227628
86,20.437485
87,37.068924
88,45.598255
89,41.874786
90,48.92845
91,48.146206
92,47.097363
93,46.352207
94,26.63346
95,13.784865
96,20.458956
97,9.492741
98,8.81154
99,19.776545
100,41.885513
101,47.16447
102,14.602522
103,17.10468
104,14.593293
105,43.176193
106,35.169537
107,48.49361
108,41.994236
109,15.1389065
110,10.879315
111,11.093814
112,19.54262
113,36.074112
114,39.575138
115,49.723293
116,48.823265
117,42.174667
118,28.533625
119,22.44275
120,19.263834
121,17.598478
122,33.448338
123,47.448315
124,47.0177
125,41.971733
126,40.696896
127,38.47469
128,42.997448
129,37.89391
130,49.746998
131,47.792107
132,47.25806
133,27.578472
134,24.466806
135,23.042118
136,40.850708
137,47.63738
138,51.05564
139,48.411354
140,47.640636
141,44.19077
142,25.128216
143,14.002926
144,20.127754
145,18.438549
146,19.112299
147,48.85244
148,50.63933
149,47.27526
150,47.605373
151,15.616856
152,14.943696
153,16.13839
154,7.683319
155,19.914343
156,36.005486
157,43.98049
158,41.635155
159,47.101402
160,49.699745
161,51.0662
162,48.90567
163,47.954487
164,44.158466
165,26.21895
166,15.103788
167,17.54331
168,17.429901
169,17.690144
170,10.520911
171,11.591389
172,45.4782
173,48.290455
174,43.32044
175,25.82673
176,21.87929
177,16.46374
178,17.28215
179,11.893465
180,45.608078
181,48.871468
182,49.573925
183,48.88389
184,41.003677
185,20.694378
186,18.243599
187,40.61076
188,32.400593
189,49.068
190,43.922516
191,44.095444
192,38.108624
193,38.55919
194,36.99399
195,37.0252
196,35.769524
197,45.277466
198,39.283882
199,47.278797
200,46.321377
201,27.84485
202,23.114584
203,19.448994
204,17.605299
205,19.053404
206,41.470016
207,41.659943
208,48.409866
209,48.355003
210,46.883076
211,46.907185
212,26.864092
213,13.83811
214,19.668837
215,21.501148
216,18.09695
217,23.947014
218,45.267403
219,48.4142
220,47.43427
221,45.132256
222,28.660461
223,18.12395
224,12.284904
225,26.272375
226,51.55065
227,48.453316
228,18.080803
229,24.56894
230,20.536627
231,18.016695
232,46.80473
233,48.418053
234,47.103584
