id,speed
0,48.934868
1,48.41293
2,34.73804
3,30.800863
4,39.22469
5,27.196192
6,20.154907
7,49.08269
8,48.32161
9,32.601112
10,30.995216
11,23.16334
12,23.566936
13,24.041843
14,28.428333
15,40.1131
16,43.76424
17,47.41075
18,48.008217
19,48.402103
20,46.889793
21,43.916565
22,19.326813
23,28.249413
24,24.829002
25,19.885983
26,20.572168
27,20.828133
28,17.297974
29,13.893575
30,26.927843
31,47.419395
32,49.259712
33,30.485455
34,28.11153
35,24.541607
36,20.626598
37,19.999865
38,45.681797
39,40.780285
40,45.608746
41,48.014717
42,48.76776
43,43.812878
44,19.972162
45,17.016779
46,17.345276
47,10.501793
48,44.86067
49,48.220444
50,48.13723
51,25.62542
52,21.941122
53,19.504555
54,17.725973
55,18.59517
56,14.906529
57,17.400444
58,28.78235
59,36.75013
60,42.87377
61,40.8171
62,41.209488
63,42.072178
64,44.698166
65,47.85175
66,47.45895
67,46.215347
68,43.04217
69,27.016268
70,21.862608
71,18.109438
72,14.907272
73,15.6709795
74,12.182141
75,7.427693
76,44.11594
77,41.11157
78,44.423096
79,48.16023
80,14.026187
81,16.810497
82,21.110723
83,14.484654
84,14.825738
85,12.862496
86,19.504738
87,34.49242
88,44.770546
89,41.52367
90,48.771397
91,47.81967
92,46.69589
93,46.006756
94,26.176828
95,14.848913
96,21.546764
97,10.053085
98,9.65178
99,19.088255
100,42.000248
101,47.695747
102,14.7395735
103,17.389019
104,15.451785
105,43.953587
106,37.069283
107,48.859997
108,43.443096
109,15.164628
110,8.489501
111,8.873675
112,19.174107
113,35.351994
114,37.77706
115,48.498695
116,48.619904
117,41.44914
118,27.337854
119,24.133924
120,20.809752
121,18.511847
122,33.547573
123,47.377804
124,47.16363
125,42.06377
126,41.647873
127,37.25584
128,41.26612
129,34.319668
130,48.64356
131,47.27834
132,46.721203
133,28.229233
134,24.275023
135,23.15603
136,39.179455
137,46.014397
138,49.447906
139,47.51045
140,46.92574
141,43.86863
142,25.577627
143,15.825542
144,20.00824
145,17.814005
146,19.21891
147,48.632404
148,49.709305
149,47.502914
150,47.61456
151,16.536316
152,15.259298
153,16.369709
154,8.96055
155,22.120756
156,36.630886
157,45.111523
158,41.69618
159,46.45765
160,48.64586
161,49.664127
162,48.679573
163,47.59241
164,44.688927
165,26.192347
166,14.3851
167,18.167192
168,17.01655
169,17.838963
170,11.41297
171,11.324917
172,45.82311
173,48.606182
174,44.177593
175,25.656466
176,17.018272
177,16.110386
178,17.30572
179,10.337444
180,45.49461
181,48.552258
182,48.91498
183,48.417805
184,41.046127
185,20.006226
186,17.888863
187,40.29231
188,30.604467
189,48.077175
190,43.743755
191,43.64116
192,37.73274
193,37.48737
194,35.438778
195,35.882156
196,35.923416
197,43.606697
198,38.40614
199,48.345665
200,47.21558
201,25.941158
202,22.653725
203,19.736826
204,17.638247
205,19.765104
206,40.018005
207,41.60729
208,48.583607
209,48.961617
210,47.147137
211,47.251488
212,26.166819
213,12.4976015
214,20.729664
215,22.732351
216,17.340305
217,24.739843
218,46.001778
219,47.94964
220,47.434494
221,45.185577
222,27.740513
223,17.45407
224,10.927488
225,25.419067
226,47.844902
227,48.96263
228,16.818506
229,23.871086
230,19.989166
231,19.490501
232,44.92458
233,48.140312
234,47.130104
235,19.334497
236,25.382957
237,21.855145
238,23.569635
239,43.269894
240,35.243484
241,40.23559
242,48.812798
243,49.340427
244,48.846546
245,49.091793
246,29.096037
247,22.111893
248,21.014626
249,20.839113
250,18.120687
251,33.15182
252,42.29796
253,32.224804
254,33.52911
255,47.119858
256,46.998447
257,45.75593
258,42.697475
259,40.98758
260,39.858242
261,35.91618
262,39.285507
263,42.43803
264,31.029013
265,42.027706
266,48.25161
267,44.765884
268,19.21536
269,21.684624
270,18.313566
271,17.985603
272,18.185524
273,14.579776
274,45.83587
275,47.91003
276,48.273384
277,47.60942
278,27.573223
279,14.537853
280,16.8364
281,23.451351
282,18.832623
283,16.441147
284,13.464193
285,13.378907
286,47.814327
287,47.66791
288,11.851453
289,15.332044
290,14.938386
291,11.851673
292,11.816174
293,26.30204
294,45.75742
295,48.855896
296,47.716434
297,33.238712
298,22.638475
299,32.864895
300,24.027592
301,19.640543
302,24.98254
303,42.971985
304,42.647926
305,49.438717
306,48.656162
307,49.156773
308,45.119278
309,31.361523
310,20.10713
311,10.258792
312,42.57222
313,35.74051
314,39.814625
315,49.020653
316,47.263824
317,38.909264
318,35.62117
319,33.845287
320,44.607048
321,46.612736
322,46.58904
323,46.35664
324,44.820545
325,43.4667
326,44.44679
327,40.731182
328,40.834934
329,38.691597
330,38.1788
331,41.104195
332,42.811157
333,37.942963
334,37.30535
335,44.651684
336,47.349476
337,46.85522
338,15.005919
339,20.856184
340,20.685993
341,23.487267
342,44.171913
343,44.75599
344,48.968346
345,48.30165
346,47.703865
347,17.795496
348,38.631615
349,49.7537
350,49.002316
351,48.260887
352,31.249535
353,15.79998
354,25.672638
355,17.85171
356,15.4900255
357,21.107447
358,35.42339
359,43.598362
360,44.89877
361,49.710926
362,17.153135
363,23.980246
364,18.100962
365,14.668694
366,11.203756
367,21.61227
368,42.36565
369,49.82314
370,48.705395
371,48.484283
372,48.093136
373,16.482908
374,18.582659
375,10.451502
376,20.458569
377,30.86394
378,36.36246
379,49.467945
380,30.46016
381,16.294575
382,16.983967
383,28.251484
384,48.102867
385,48.220848
386,47.3836
