id,speed
0,48.479023
1,48.039955
2,35.243893
3,30.36598
4,38.217396
5,26.821123
6,20.941904
7,49.05545
8,48.049683
9,31.96948
10,30.014076
11,23.211655
12,23.83347
13,24.231733
14,28.437075
15,40.347504
16,43.556763
17,47.3377
18,48.427525
19,48.516846
20,47.010117
21,44.238777
22,19.406042
23,27.99005
24,24.76366
25,20.0546
26,20.49667
27,20.780294
28,16.930937
29,13.615797
30,26.228642
31,47.43783
32,49.241055
33,30.171001
34,28.557045
35,25.19327
36,21.05457
37,19.445799
38,45.26446
39,40.06666
40,45.062218
41,47.912464
42,48.754433
43,44.099106
44,20.240715
45,17.332254
46,17.265753
47,11.236777
48,45.033253
49,48.07297
50,48.166946
51,25.41013
52,21.754116
53,19.006052
54,17.612474
55,17.970861
56,15.2079735
57,16.870361
58,28.599895
59,36.538185
60,42.552795
61,39.74032
62,40.756523
63,42.358425
64,45.31357
65,47.956203
66,47.486507
67,46.25865
68,42.993855
69,27.287987
70,21.550154
71,17.809942
72,15.007197
73,15.85604
74,12.82753
75,7.434017
76,43.862617
77,40.99073
78,44.41377
79,48.168907
80,14.6187
81,17.630451
82,21.069448
83,14.777823
84,15.492734
85,13.119831
86,19.078436
87,34.520885
88,45.084843
89,41.263607
90,48.82349
91,47.827137
92,46.855244
93,46.36209
94,26.524473
95,15.138502
96,21.739319
97,10.55563
98,9.900323
99,19.278696
100,42.123333
101,47.581585
102,15.076407
103,17.480595
104,15.233532
105,43.853558
106,36.661808
107,48.721195
108,43.002254
109,14.771425
110,8.875046
111,9.050732
112,19.462109
113,35.574966
114,37.19839
115,48.575546
116,48.503284
117,41.487423
118,27.709948
119,24.554455
120,20.967257
121,18.269281
122,34.23121
123,47.430565
124,47.27984
125,42.327713
126,41.6982
127,37.390633
128,41.288334
129,33.90861
130,48.770027
131,47.417038
132,46.89263
133,28.198412
134,23.720228
135,23.179071
136,38.73677
137,45.82975
138,49.612083
139,47.635483
140,47.111763
141,44.00113
142,25.599033
143,15.647249
144,19.74261
145,17.853413
146,18.525236
147,48.89709
148,49.886898
149,47.52764
150,47.589424
151,16.348923
152,14.794762
153,16.420158
154,9.069296
155,22.072884
